new double[] { 0.82, -0.04, -0.62, -4.03, 52.67, 4.33, -19.19, -6.88, 41.46, 46 },
new double[] { 0.81, 0, -0.59, -8.54, 50.66, -7.51, -19.78, -6.01, 41.75, 56 },
new double[] { 0.87, -0.02, -0.53, -1.34, 43.88, -0.79, -19.48, -6.3, 39.99, 55 },
new double[] { 0.87, 0.02, -0.5, 2.5, 53.59, -5.25, -20.07, -6.01, 39.11, 59 },
new double[] { 0.91, -0.01, -0.46, 4.33, 35.22, 6.29, -19.63, -5.86, 37.79, 50 },
new double[] { 0.94, 0, -0.42, 6.23, 67.81, -2.81, -18.75, -5.86, 36.62, 41 },
new double[] { 0.95, 0, -0.39, 2.62, 47, 0.43, -18.16, -5.27, 36.04, 51 },
new double[] { 0.95, -0.01, -0.32, 3.6, 53.89, 3.54, -18.6, -5.71, 35.3, 60 },
new double[] { 0.99, -0.03, -0.27, -0.43, 40.34, 0.98, -18.6, -5.71, 34.42, 44 },
new double[] { 1, -0.02, -0.25, 2.01, 45.1, -6.96, -18.46, -5.27, 33.4, 52 },
new double[] { 1, -0.01, -0.21, 0.61, 36.87, -7.32, -17.43, -5.71, 33.25, 53 },
new double[] { 0.99, 0, -0.16, 2.2, 45.84, -2.75, -17.72, -6.3, 32.08, 47 },
new double[] { 1.03, -0.03, -0.13, 8.06, 35.52, -4.7, -16.85, -6.59, 30.32, 53 },
new double[] { 1.05, -0.03, -0.1, 12.08, 47.61, -11.47, -16.41, -6.74, 30.76, 54 },
new double[] { 1, 0.01, -0.08, -0.49, 43.52, -12.39, -16.26, -6.88, 30.32, 59 },
new double[] { 1.01, 0.03, 0.03, 5.8, 34.55, -2.69, -16.11, -7.32, 29, 47 },
new double[] { 1.01, 0.03, 0.03, 2.69, 27.22, 0.67, -14.36, -6.74, 27.54, 49 },
new double[] { 1.04, 0, 0.05, 12.94, 40.41, -1.83, -15.23, -5.86, 26.95, 52 },
new double[] { 1.02, 0.02, 0.07, -0.79, 50.54, -11.29, -14.5, -6.01, 26.51, 54 },
new double[] { 1, 0.03, 0.15, 1.65, 56.95, -8.61, -13.62, -7.47, 25.34, 57 },
new double[] { 0.98, 0.06, 0.2, -2.2, 63.78, -12.57, -12.45, -7.76, 25.63, 52 },
new double[] { 0.98, 0.04, 0.26, 4.7, 57.07, -6.23, -12.3, -6.74, 24.9, 47 },
new double[] { 0.95, 0.05, 0.29, -1.53, 62.87, -1.4, -11.13, -7.03, 22.56, 63 },
new double[] { 0.97, 0.05, 0.36, -5.37, 48.52, -0.49, -9.96, -7.62, 22.27, 43 },
new double[] { 0.94, 0.06, 0.41, -5.19, 57.98, -1.34, -8.35, -8.35, 22.71, 47 },
new double[] { 0.91, 0.05, 0.45, -10.01, 46.51, -1.77, -6.74, -7.91, 21.68, 56 },
new double[] { 0.92, 0.05, 0.47, -0.18, 49.07, 1.77, -6.45, -7.32, 22.27, 57 },
new double[] { 0.86, 0.06, 0.54, -2.26, 55.54, -5.62, -5.57, -7.03, 21.39, 46 },
new double[] { 0.87, 0.06, 0.66, 2.5, 68.73, 5.49, -4.39, -5.86, 21.09, 34 },
new double[] { 0.79, 0.06, 0.6, -1.28, 51.7, -2.87, -4.98, -7.03, 21.39, 51 },
new double[] { 0.81, 0.05, 0.7, -10.74, 51.51, 1.65, -2.34, -6.74, 22.27, 62 },
new double[] { 0.73, 0.05, 0.7, -2.5, 46.08, -3.72, -0.73, -6.3, 20.95, 39 },
new double[] { 0.68, 0.08, 0.82, 2.32, 49.74, -0.85, -1.32, -6.3, 20.95, 56 },
new double[] { 0.68, 0.06, 0.81, 2.62, 36.62, 10.07, -1.61, -4.83, 21.24, 52 },
new double[] { 0.66, 0.04, 0.78, 0.55, 29.97, 7.32, 0.44, -6.88, 21.53, 49 },
new double[] { 0.7, 0.09, 0.91, -2.99, 34.24, 19.17, 1.46, -5.57, 20.21, 41 },
new double[] { 0.64, 0.02, 0.81, -4.7, 25.7, 1.65, 1.9, -6.01, 19.78, 44 },
new double[] { 0.57, 0.03, 0.78, 12.7, 37.9, 6.9, 3.08, -6.3, 21.24, 52 },
new double[] { 0.54, 0.06, 0.8, -8.61, 40.95, 12.76, 2.93, -5.57, 20.8, 56 },
new double[] { 0.55, -0.02, 0.92, -29.11, 39.06, 25.82, 4.1, -5.86, 20.21, 50 },
new double[] { 0.78, -0.47, 0.52, 7.08, 74.52, -2.93, 3.66, -4.25, 19.78, 38 },
new double[] { 0.46, -0.05, 0.89, 10.74, 45.17, 21.85, 6.01, -3.37, 22.41, 52 },
new double[] { 0.46, -0.06, 0.89, -0.49, 64.45, 3.6, 8.06, -4.83, 22.71, 47 },
new double[] { 0.37, -0.02, 0.94, -2.01, 73.85, 7.87, 7.76, -5.13, 22.41, 61 },
new double[] { 0.31, -0.04, 0.93, -0.06, 69.03, 11.29, 9.67, -3.81, 23.14, 40 },
new double[] { 0.22, -0.05, 1.03, -4.94, 61.71, 3.11, 10.69, -4.54, 24.17, 60 },
new double[] { 0.18, -0.06, 1.01, -1.22, 25.09, 2.2, 11.87, -2.49, 24.17, 42 },
new double[] { 0.14, -0.06, 1.03, -1.95, 35.77, 8.3, 11.87, -4.25, 24.76, 54 },
new double[] { 0.17, -0.07, 1.03, -1.65, 26.06, 6.96, 13.62, -3.66, 25.63, 54 },
new double[] { 0.06, -0.05, 1.03, -3.3, 28.08, 2.26, 13.48, -4.39, 25.49, 44 },
new double[] { 0.17, -0.07, 1.02, 0.37, 8.85, 7.39, 14.5, -4.54, 25.93, 53 },
new double[] { 0.09, -0.05, 1.02, -0.98, 12.88, -0.37, 13.33, -4.25, 25.34, 39 },
new double[] { 0.08, -0.06, 1.01, -0.49, 6.47, 0.18, 14.79, -3.66, 26.22, 52 },
new double[] { 0.07, -0.07, 0.99, 0.92, -0.92, -1.16, 14.36, -3.81, 25.49, 62 },
new double[] { 0.07, -0.05, 1.03, 0, 1.28, -0.06, 14.06, -4.1, 25.49, 40 },
new double[] { 0.08, -0.07, 1, 0.85, -2.99, -1.4, 14.5, -3.96, 25.05, 58 },
new double[] { 0.09, -0.05, 1.02, 0.24, 0.06, -0.67, 15.38, -4.54, 25.34, 41 },
new double[] { 0.09, -0.06, 1.03, 1.65, -9.52, -0.06, 14.36, -2.93, 24.9, 56 },
new double[] { 0.08, -0.06, 1.06, 4.33, -48.16, -1.22, 13.77, -3.81, 24.32, 53 },
new double[] { 0.16, -0.06, 0.99, 5.19, -56.76, -11.96, 12.16, -5.42, 25.05, 54 },
new double[] { 0.22, -0.07, 0.96, 2.81, -55.73, -13.12, 11.28, -4.54, 24.46, 53 },
new double[] { 0.23, -0.02, 1.12, 5, -52.37, -9.34, 10.11, -3.96, 23, 33 },
new double[] { 0.31, -0.05, 0.92, -0.85, -40.47, -13.49, 9.81, -3.96, 23.88, 51 },
new double[] { 0.39, -0.09, 1, 8.18, -80.38, -11.54, 8.06, -3.96, 23.58, 56 },
new double[] { 0.42, -0.03, 0.89, -4.27, -61.22, -24.9, 7.18, -6.3, 21.53, 46 },
new double[] { 0.47, -0.02, 0.91, 0.31, -41.26, -8.3, 5.57, -5.57, 22.27, 53 },
new double[] { 0.51, -0.03, 0.9, -4.33, -43.58, -17.09, 4.39, -4.69, 19.63, 59 },
new double[] { 0.56, -0.03, 0.88, -5.8, -59.88, -18.31, 3.66, -4.54, 21.53, 42 },
new double[] { 0.56, -0.01, 0.86, -6.96, -51.27, -22.28, 3.37, -5.42, 21.24, 51 },
new double[] { 0.63, 0.01, 0.84, 17.64, -31.37, -10.19, 1.9, -4.25, 20.95, 57 },
new double[] { 0.65, 0.01, 0.76, 12.33, -33.51, -14.16, 0.88, -3.52, 21.09, 53 },
new double[] { 0.67, 0.03, 0.77, 2.56, -35.28, -5.31, -0.15, -4.83, 21.24, 53 },
new double[] { 0.71, 0.03, 0.78, -3.54, -48.58, -6.59, -0.73, -6.01, 21.24, 51 },
new double[] { 0.74, 0.05, 0.74, 11.47, -48.16, -12.08, -1.03, -5.42, 20.95, 53 },
new double[] { 0.77, 0.04, 0.69, 7.75, -43.46, -14.22, -1.17, -4.39, 21.09, 41 },
new double[] { 0.85, 0.09, 0.63, -7.93, -49.68, -12.63, -4.39, -5.57, 21.09, 53 },
new double[] { 0.83, 0.07, 0.57, 8.48, -48.83, -9.58, -4.1, -4.98, 22.27, 55 },
new double[] { 0.85, 0.09, 0.54, -0.92, -35.58, -5.49, -5.57, -6.15, 21.97, 55 },
new double[] { 0.88, 0.12, 0.53, -17.03, -59.88, -0.24, -5.42, -6.59, 21.83, 42 },
new double[] { 0.92, 0.05, 0.53, 3.85, -44.43, -2.38, -6.3, -7.18, 22.71, 60 },
new double[] { 0.88, 0.07, 0.45, 0.12, -49.19, -8.73, -7.03, -5.27, 22.85, 48 },
new double[] { 0.93, 0.08, 0.4, 0.43, -52.73, -1.28, -8.64, -5.71, 23, 41 },
new double[] { 0.94, 0.1, 0.35, -5.86, -63.72, 0.12, -10.55, -5.86, 23.44, 53 },
new double[] { 0.99, 0.08, 0.31, -10.19, -54.69, 0.37, -10.69, -6.01, 24.46, 53 },
new double[] { 0.99, 0.07, 0.24, 2.14, -62.56, -3.66, -12.16, -7.47, 25.34, 61 },
new double[] { 0.98, 0.08, 0.18, -0.92, -53.83, 1.71, -13.04, -6.88, 25.93, 40 },
new double[] { 1.01, 0.09, 0.15, -7.81, -54.44, -0.49, -13.33, -6.01, 27.1, 63 },
new double[] { 1.02, 0.07, 0.08, -2.56, -46.88, 4.33, -13.92, -5.42, 27.69, 40 },
new double[] { 1.01, 0.06, -0.01, 1.83, -58.17, 3.97, -15.23, -6.74, 28.71, 59 },
new double[] { 1.02, 0.07, -0.01, -2.38, -51.27, 2.56, -15.38, -6.01, 29.44, 40 },
new double[] { 1.02, 0.06, -0.06, 0.37, -45.29, 0.43, -15.67, -6.01, 30.32, 54 },
new double[] { 1.03, 0.04, -0.08, 8.73, -66.89, 6.84, -17.43, -6.88, 30.91, 58 },
new double[] { 1.02, 0.06, -0.17, 4.94, -50.96, -4.82, -18.16, -6.15, 32.81, 53 },
new double[] { 0.99, 0.04, -0.25, 10.5, -65.37, 2.62, -16.99, -5.57, 33.69, 53 },
new double[] { 1, 0.05, -0.32, 6.59, -47.91, 2.99, -17.72, -6.3, 35.6, 56 },
new double[] { 0.98, 0.01, -0.35, 11.6, -50.29, 3.85, -18.16, -6.15, 35.16, 46 },
new double[] { 0.94, 0.05, -0.39, 1.65, -53.1, -1.46, -18.6, -6.88, 36.47, 47 },
new double[] { 0.93, 0.01, -0.44, 11.17, -46.45, -2.38, -18.9, -6.01, 38.53, 54 },
new double[] { 0.92, 0.04, -0.42, 7.26, -42.72, 6.35, -17.87, -6.45, 37.5, 53 },
new double[] { 0.9, 0.04, -0.5, 8.18, -23.01, -2.93, -17.87, -6.74, 38.96, 60 },
new double[] { 0.9, 0.01, -0.52, 9.64, -29.05, 8.24, -17.87, -6.15, 39.55, 41 },
new double[] { 0.87, 0, -0.55, 10.44, -42.36, 2.44, -19.78, -6.3, 40.87, 54 },
new double[] { 0.83, -0.01, -0.59, 14.4, -40.22, -0.37, -19.19, -6.3, 40.28, 46 },
new double[] { 0.82, -0.02, -0.67, 24.23, -71.11, 5.13, -18.75, -6.74, 41.89, 53 },
new double[] { 0.81, -0.02, -0.69, 18.55, -47.42, -1.46, -18.75, -5.86, 44.24, 61 },
new double[] { 0.76, -0.03, -0.71, 8, -39.25, -14.59, -17.58, -7.32, 44.24, 63 },
new double[] { 0.7, -0.04, -0.74, 0.43, -12.82, 0.49, -18.6, -6.59, 44.68, 37 },
new double[] { 0.74, -0.03, -0.75, 2.2, -43.27, 3.97, -17.87, -5.57, 45.41, 61 },
new double[] { 0.67, -0.04, -0.77, -1.4, -24.84, -2.75, -18.31, -6.3, 46.44, 57 },
new double[] { 0.6, -0.05, -0.74, 4.03, -33.08, 7.02, -16.99, -6.74, 47.46, 48 },
new double[] { 0.64, -0.05, -0.79, 13.43, -46.81, 7.57, -17.14, -5.71, 48.49, 40 },
new double[] { 0.59, -0.08, -0.83, 11.11, -31.37, 5.55, -16.11, -6.15, 48.63, 54 },
new double[] { 0.56, -0.09, -0.87, 9.7, -49.19, 8, -17.14, -6.3, 49.66, 52 },
new double[] { 0.53, -0.09, -0.86, 10.86, -24.05, 4.39, -16.99, -5.57, 50.68, 51 },
new double[] { 0.5, -0.09, -0.84, 8.3, -24.78, -1.16, -16.11, -4.69, 50.39, 63 },
new double[] { 0.51, -0.12, -0.89, 5.49, -3.48, 1.16, -15.82, -4.39, 50.98, 45 },
new double[] { 0.52, -0.1, -0.9, 3.66, -8.91, -0.92, -15.38, -5.42, 52.29, 61 },
new double[] { 0.5, -0.12, -0.9, 2.01, 1.83, -1.65, -15.38, -5.13, 52.59, 39 },
new double[] { 0.47, -0.1, -0.85, 0.12, -7.2, 0.18, -16.11, -5.57, 50.98, 53 },
new double[] { 0.49, -0.12, -0.86, 4.88, 2.14, 0.31, -14.36, -4.1, 51.27, 52 },
new double[] { 0.49, -0.12, -0.88, 1.89, 10.38, -2.69, -14.5, -4.25, 50.83, 46 },
new double[] { 0.51, -0.13, -0.9, 6.35, 4.15, 3.42, -13.92, -4.83, 50.54, 52 },
new double[] { 0.53, -0.11, -0.88, 0, 41.69, -2.01, -15.09, -6.3, 50.24, 60 },
new double[] { 0.56, -0.13, -0.84, 0.37, 25.51, -5.31, -16.11, -4.39, 49.22, 46 },
new double[] { 0.6, -0.11, -0.83, -1.53, 69.76, -6.65, -16.26, -4.83, 49.37, 49 },
new double[] { 0.64, -0.12, -0.7, 3.17, 45.96, -2.5, -17.72, -5.42, 47.02, 59 },
new double[] { 0.7, -0.1, -0.8, -0.24, 64.33, -3.66, -18.02, -5.13, 44.38, 56 },
new double[] { 0.74, -0.13, -0.63, 5.98, 69.95, 1.16, -18.75, -5.86, 42.77, 42 },
new double[] { 0.77, -0.11, -0.67, -12.57, 47.73, -5.74, -18.9, -5.13, 43.51, 66 },
new double[] { 0.8, -0.1, -0.59, -11.66, 72.63, -1.77, -17.87, -4.98, 42.19, 50 },
new double[] { 0.83, -0.08, -0.56, -15.75, 54.99, -0.18, -18.75, -4.69, 40.72, 43 },
new double[] { 0.84, -0.09, -0.45, -9.4, 64.76, 2.44, -19.04, -5.57, 38.67, 62 },
new double[] { 0.91, -0.1, -0.48, -8.48, 41.99, 5.25, -19.04, -5.57, 38.09, 48 },
new double[] { 0.92, -0.08, -0.41, -6.1, 77.94, 0.18, -18.16, -4.98, 36.91, 46 },
new double[] { 0.95, -0.08, -0.38, 0.24, 58.65, 8.54, -18.46, -4.69, 35.16, 49 },
new double[] { 0.95, -0.09, -0.29, 9.46, 73.43, 1.83, -16.85, -4.54, 34.13, 52 },
new double[] { 1.02, -0.09, -0.27, 9.89, 63.29, 9.7, -18.16, -4.1, 33.11, 58 },
new double[] { 1, -0.12, -0.16, 0.73, 83.8, 2.44, -16.85, -3.96, 32.37, 41 },
new double[] { 1.04, -0.13, -0.09, 5.49, 81.05, -5.86, -16.55, -3.96, 30.91, 52 },
new double[] { 1.01, -0.12, 0.03, 1.95, 92.83, -10.93, -14.06, -4.69, 27.83, 57 },
new double[] { 1.01, -0.08, 0.12, -5.43, 57.56, -16.66, -14.79, -5.42, 27.39, 52 },
new double[] { 1.01, -0.06, 0.2, -8.85, 81.79, -8.54, -12.01, -4.1, 25.78, 53 },
new double[] { 1, -0.1, 0.21, 6.41, 71.11, -12.39, -11.43, -4.69, 24.9, 50 },
new double[] { 1, -0.07, 0.22, 16.05, 113.89, -20.81, -11.43, -4.39, 23.73, 65 },
new double[] { 0.92, -0.01, 0.37, 16.3, 113.4, -26.25, -7.62, -5.27, 22.27, 55 },
new double[] { 0.83, 0.02, 0.52, -10.74, 119.26, -16.91, -6.15, -6.45, 21.97, 53 },
new double[] { 0.8, 0.03, 0.63, -22.03, 87.95, -1.22, -3.96, -5.42, 21.83, 44 },
new double[] { 0.77, -0.02, 0.68, -8.85, 67.75, 9.34, -2.78, -4.83, 21.24, 51 },
new double[] { 0.78, -0.01, 0.79, 4.76, 82.46, 17.58, -1.03, -5.42, 20.36, 54 },
new double[] { 0.7, -0.05, 0.76, -7.2, 45.04, 4.03, 0.29, -4.39, 20.8, 42 },
new double[] { 0.63, -0.03, 0.68, 7.02, 62.5, 11.23, 0.29, -5.27, 21.97, 50 },
new double[] { 0.58, -0.03, 0.8, -16.24, 43.7, 24.29, 2.93, -5.86, 21.39, 59 },
new double[] { 0.51, -0.11, 0.83, -1.59, 15.63, -2.01, 3.22, -4.98, 21.39, 48 },
new double[] { 0.59, -0.05, 0.82, 4.76, 13.49, 0.55, 3.08, -4.25, 21.83, 50 },
new double[] { 0.57, -0.04, 0.85, 6.35, 24.84, 0.85, 2.78, -5.13, 21.53, 48 },
new double[] { 0.57, -0.05, 0.83, 11.66, 18.13, 1.59, 4.39, -4.39, 21.68, 40 },
new double[] { 0.53, -0.04, 0.87, 16.85, -4.15, 2.87, 4.25, -5.42, 20.36, 57 },
new double[] { 0.39, -0.09, 0.83, 14.47, -0.98, 3.48, 3.66, -5.71, 21.24, 50 },
new double[] { 0.64, -0.01, 0.84, 14.83, -36.74, 5.13, 3.81, -3.81, 21.39, 53 },
new double[] { 0.23, 0.1, 0.54, 18.98, -21.18, -16.42, 2.2, -4.83, 21.83, 35 },
new double[] { 0.62, 0.03, 0.94, -5.25, 5.43, -0.73, 2.93, -5.27, 21.68, 50 },
new double[] { 0.57, -0.01, 0.78, -3.11, 43.88, -3.42, 2.64, -5.57, 21.09, 39 },
new double[] { 0.51, 0.06, 0.79, -8.48, 65.37, -16.85, 3.22, -5.57, 20.51, 58 },
new double[] { 0.45, 0.01, 0.83, -11.41, 149.35, -24.78, 6.01, -4.83, 22.12, 43 },
new double[] { 0.31, 0, 1.06, -4.76, 138.49, -12.02, 8.06, -3.96, 22.71, 61 },
new double[] { 0.33, -0.02, 1.04, 3.48, 48.28, 3.97, 9.67, -4.69, 24.32, 45 },
new double[] { 0.19, -0.01, 1.01, 0.31, 36.32, -1.1, 10.11, -2.78, 22.71, 53 },
new double[] { 0.19, 0.03, 1.06, -0.24, 19.47, -1.71, 11.43, -3.22, 24.02, 50 },
new double[] { 0.25, 0.04, 0.76, 2.75, 65.55, 2.26, 11.87, -4.25, 24.17, 53 },
new double[] { 0.21, -0.04, 0.71, 1.04, 198.97, 2.01, 13.92, -3.37, 25.34, 46 },
new double[] { 0.08, 0.04, 1.02, -9.89, 8.12, 0.73, 14.06, -4.1, 25.2, 52 },
new double[] { 0.04, 0.03, 1, 0.55, -0.18, 2.08, 12.6, -3.22, 25.49, 39 },
new double[] { 0.02, 0, 1.02, -5.74, 6.35, -0.79, 14.65, -3.52, 25.49, 56 },
new double[] { 0.03, 0.02, 1.01, -0.18, 1.59, -0.92, 14.5, -2.49, 24.46, 49 },
new double[] { 0.03, 0.01, 1.01, -0.06, 4.94, -0.31, 14.5, -3.08, 25.34, 43 },
new double[] { 0.02, 0.02, 1.03, -0.24, 3.11, 2.32, 13.48, -3.81, 24.9, 60 },
new double[] { 0.02, 0.01, 1.03, 0.18, 0.55, -1.1, 12.45, -3.66, 24.76, 44 },
new double[] { 0.02, 0.02, 1.02, 0.12, 0.18, -0.73, 13.92, -2.78, 24.17, 48 },
new double[] { 0.02, 0.02, 1.02, 0.31, 0.43, -0.98, 13.18, -3.81, 26.95, 56 },
new double[] { 0.02, 0.01, 1.02, 0.49, 0.67, -0.55, 14.65, -2.64, 26.37, 41 },
new double[] { 0.02, 0.02, 1.02, 0.49, 0.49, -0.61, 14.5, -3.96, 25.63, 44 },
new double[] { 0.02, 0.01, 1.02, 0.24, 0.55, -0.67, 15.09, -4.54, 25.93, 50 },
new double[] { 0.02, 0.02, 1.02, 0.12, 0.55, -0.98, 13.62, -2.78, 26.81, 55 },
new double[] { 0.11, 0.09, 1.02, 1.22, -2.01, 25.88, 14.65, -3.22, 25.78, 42 },
new double[] { 0.17, 0.09, 0.98, 2.62, 1.95, -29.97, 14.21, -3.66, 25.63, 66 },
new double[] { 0.02, 0.05, 1.14, 0.43, -10.56, -14.53, 13.62, -4.54, 25.34, 32 },
new double[] { 0.07, 0.06, 1.06, -0.12, -28.44, -4.39, 12.74, -3.08, 25.63, 63 },
new double[] { 0.08, 0.02, 1.11, -0.06, -71.53, -0.55, 11.57, -2.78, 24.46, 48 },
new double[] { 0.17, 0, 0.97, 3.54, -85.02, 18.8, 10.69, -3.66, 24.17, 52 },
new double[] { 0.26, 0.01, 0.98, 1.83, -65.61, 7.57, 8.94, -3.37, 23.58, 40 },
new double[] { 0.33, 0.01, 0.95, 2.56, -64.15, 7.63, 9.38, -3.81, 22.85, 54 },
new double[] { 0.36, 0.02, 1.01, -0.37, -57.98, 1.1, 8.35, -3.96, 22.41, 53 },
new double[] { 0.45, 0.02, 0.88, 3.66, -86.06, 7.63, 6.01, -4.54, 20.95, 45 },
new double[] { 0.51, 0.02, 0.88, 0.79, -62.5, 0.98, 4.69, -4.98, 21.39, 57 },
new double[] { 0.56, 0.03, 0.89, 5.19, -81.36, 8.36, 2.78, -5.13, 20.36, 41 },
new double[] { 0.64, -0.01, 0.7, 0.92, -61.4, 1.46, 2.34, -5.86, 21.09, 45 },
new double[] { 0.64, 0.02, 0.84, 0.61, -60.55, -1.1, 1.32, -5.13, 20.36, 49 },
new double[] { 0.84, 0.01, 1.04, 12.63, -146.73, 20.39, -1.03, -5.71, 19.48, 54 },
new double[] { 0.73, 0.08, 0.45, 3.6, -118.59, -4.46, -3.81, -6.74, 20.51, 52 },
new double[] { 0.89, 0, 0.63, -20.57, -29.85, -11.96, -4.83, -6.3, 20.07, 55 },
new double[] { 0.92, 0.06, 0.65, -12.7, -89.72, -7.39, -6.3, -4.54, 21.83, 59 },
new double[] { 0.85, -0.02, 0.5, -7.51, -24.17, 0.98, -7.91, -7.03, 23.44, 42 },
new double[] { 0.89, 0.04, 0.58, -18.92, -62.74, 4.7, -8.5, -3.81, 23.73, 57 },
new double[] { 0.99, -0.03, 0.36, -7.26, -32.84, -9.22, -8.64, -4.54, 23.29, 58 },
new double[] { 0.99, 0.01, 0.43, 29.97, -42.66, -29.91, -10.25, -5.57, 24.02, 48 },
new double[] { 0.96, 0.05, 0.27, 14.77, -52.86, -34.36, -10.84, -5.57, 24.9, 45 },
new double[] { 0.96, 0.1, 0.21, -10.8, -52.25, -19.17, -12.45, -8.35, 24.46, 59 },
new double[] { 0.97, 0.08, 0.2, -19.53, -50.48, -4.33, -13.33, -6.3, 25.93, 55 },
new double[] { 1.01, 0.06, 0.15, 2.2, -37.29, -2.69, -13.62, -6.88, 27.39, 43 },
new double[] { 1.02, 0.08, 0.16, -1.77, -40.53, -5.13, -13.92, -6.88, 26.22, 58 },
new double[] { 1, 0.07, 0.05, -4.76, -39, -5.68, -15.38, -8.06, 27.98, 43 },
new double[] { 1.01, 0.07, 0.05, -1.22, -32.29, -3.66, -15.23, -7.62, 27.25, 59 },
new double[] { 1.02, 0.08, -0.01, -5.62, -50.96, -1.04, -15.97, -7.47, 28.86, 54 },
new double[] { 1.03, 0.08, -0.01, -5.74, -32.1, -7.69, -16.41, -7.32, 29.3, 58 },
new double[] { 1, 0.11, -0.03, -0.79, -38.51, -4.39, -15.82, -7.62, 31.05, 53 },
new double[] { 1.02, 0.11, -0.09, 1.4, -24.78, -2.56, -16.41, -7.62, 31.93, 51 },
new double[] { 1, 0.09, -0.16, 7.93, -62.74, 2.38, -17.14, -7.76, 32.67, 53 },
new double[] { 1, 0.08, -0.21, 5.07, -38.7, -6.41, -17.87, -7.62, 32.81, 55 },
new double[] { 0.96, 0.09, -0.26, 6.04, -69.7, -1.71, -17.72, -7.18, 33.84, 58 },
new double[] { 0.96, 0.11, -0.27, 0.92, -19.29, 0.79, -18.9, -8.06, 35.6, 39 },
new double[] { 0.97, 0.08, -0.3, 4.88, -69.95, 9.83, -18.9, -8.35, 35.01, 51 },
new double[] { 0.93, 0.06, -0.37, 8.61, -68.24, 5.92, -17.87, -8.79, 36.33, 53 },
new double[] { 0.94, 0.08, -0.48, 8.18, -58.84, -4.58, -19.48, -7.47, 38.23, 57 },
new double[] { 0.88, 0.06, -0.48, 6.04, -57.92, -7.81, -19.92, -8.79, 39.26, 46 },
new double[] { 0.86, 0.08, -0.59, 12.39, -71.59, -1.95, -18.46, -8.2, 40.43, 61 },
new double[] { 0.8, 0.08, -0.53, 5.19, -46.94, -6.53, -18.6, -8.64, 41.46, 48 },
new double[] { 0.78, 0.06, -0.67, 16.91, -68.05, 7.08, -18.75, -9.96, 43.36, 49 },
new double[] { 0.78, 0.05, -0.69, 5.98, -38.51, 1.89, -19.19, -9.23, 44.09, 60 },
new double[] { 0.74, 0.03, -0.72, 7.51, -56.09, 4.7, -16.55, -8.64, 44.68, 51 },
new double[] { 0.68, 0.03, -0.73, 6.41, -45.78, 3.54, -17.58, -8.5, 46.29, 51 },
new double[] { 0.65, 0.02, -0.77, 5.19, -49.56, 6.53, -17.29, -6.45, 48.05, 45 },
new double[] { 0.64, 0.04, -0.84, 18.98, -47.49, 7.26, -16.99, -7.62, 46.88, 51 },
new double[] { 0.6, -0.01, -0.85, 15.08, 18.37, 5.62, -15.97, -6.88, 48.19, 52 },
new double[] { 0.67, 0.04, -0.91, -5.31, 89.17, 3.91, -17.14, -7.18, 47.02, 65 },
new double[] { 0.7, -0.01, -0.67, -13.43, 165.1, 9.89, -17.43, -7.76, 46.44, 43 },
new double[] { 0.75, 0.02, -0.46, -8, 142.4, 15.5, -18.9, -7.47, 39.99, 60 },
new double[] { 0.92, -0.04, -0.47, 23.99, 105.77, 31.74, -18.02, -6.59, 38.53, 50 },
new double[] { 0.98, -0.08, -0.38, -1.22, 124.39, 2.56, -18.02, -6.59, 36.18, 58 },
new double[] { 0.98, -0.07, -0.36, -15.14, 93.14, -3.11, -17.87, -4.98, 33.98, 51 },
new double[] { 0.98, -0.06, -0.07, -8.42, 109.92, -1.89, -16.7, -5.27, 31.05, 46 },
new double[] { 0.93, -0.01, -0.09, -1.65, 128.05, -5.43, -16.41, -5.86, 29, 66 },
new double[] { 1.05, -0.08, 0.17, 6.29, 94.36, -3.23, -13.18, -6.15, 26.95, 44 },
new double[] { 1, -0.03, 0.2, 5.07, 86.91, -14.1, -12.16, -6.3, 25.05, 58 },
new double[] { 0.98, 0, 0.25, -8.54, 81.97, -4.58, -10.99, -7.18, 23.88, 61 },
new double[] { 0.99, -0.04, 0.35, -20.14, 75.93, -3.3, -9.38, -3.81, 23.73, 37 },
new double[] { 0.91, 0, 0.47, -4.33, 67.14, -4.76, -7.91, -5.57, 22.85, 53 },
new double[] { 0.92, -0.02, 0.55, -12.21, 42.48, 6.41, -6.88, -5.71, 21.53, 52 },
new double[] { 0.92, -0.05, 0.59, -8.54, 7.93, 7.45, -6.15, -5.27, 21.39, 52 },
new double[] { 0.9, -0.05, 0.52, 4.88, 22.46, -1.53, -4.25, -4.54, 22.71, 44 },
new double[] { 0.88, -0.04, 0.52, -2.2, -10.62, -3.72, -5.27, -4.1, 21.97, 53 },
new double[] { 0.86, -0.03, 0.53, 2.38, 18.8, 3.36, -4.83, -5.71, 23, 53 },
new double[] { 0.86, -0.04, 0.53, -8.12, 9.16, 2.81, -4.83, -4.25, 21.53, 52 },
new double[] { 0.9, -0.08, 0.53, -10.25, -22.28, 3.23, -4.83, -4.25, 23, 46 },
new double[] { 0.93, -0.08, 0.55, -16.72, -96.68, -26.61, -7.03, -4.1, 22.56, 57 },
new double[] { 0.91, -0.04, 0.43, 10.86, -116.27, -22.4, -8.64, -4.25, 23.58, 53 },
new double[] { 0.95, 0, 0.3, 17.76, -139.04, -7.81, -10.25, -5.86, 24.61, 54 },
